Year,LGA_KEY,LGA_DESC,Numerator,Denominator,Indicator,,,,,,,,,,
2021,24600,Melbourne (C),18 ,582 ,3.1%,,,,,,,,,,
2021,24650,Melton (C),158 ,"1,854 ",8.5%,,,,,,,,,,
2021,24780,Mildura (RC),78 ,"1,312 ",5.9%,,,,,,,,,,
2021,24850,Mitchell (S),74 ,683 ,10.8%,,,,,,,,,,
2021,24900,Moira (S),57 ,510 ,11.2%,,,,,,,,,,
2021,24970,Monash (C),35 ,310 ,11.3%,,,,,,,,,,
2021,25060,Moonee Valley (C),80 ,"1,640 ",4.9%,,,,,,,,,,
2021,25150,Moorabool (S),46 ,"1,008 ",4.6%,,,,,,,,,,
2021,25250,Moreland (C),41 ,343 ,12.0%,,,,,,,,,,
2021,25340,Mornington Peninsula (S),109 ,"1,461 ",7.5%,,,,,,,,,,
2021,25430,Mount Alexander (S),10 ,170 ,5.9%,,,,,,,,,,
2021,25490,Moyne (S),11 ,149 ,7.4%,,,,,,,,,,
2021,25620,Murrindindi (S),7 ,117 ,6.0%,,,,,,,,,,
2021,25710,Nillumbik (S),27 ,509 ,5.3%,,,,,,,,,,
2021,25810,Northern Grampians (S),14 ,105 ,13.3%,,,,,,,,,,
2021,25900,Port Phillip (C),19 ,607 ,3.1%,,,,,,,,,,
2021,25990,Pyrenees (S),5 ,60 ,8.3%,,,,,,,,,,
2021,26080,Queenscliffe (B),NDP,NDP,NDP,,,,,,,,,,
2021,26170,South Gippsland (S),24 ,331 ,7.3%,,,,,,,,,,
2021,26260,Southern Grampians (S),19 ,178 ,10.7%,,,,,,,,,,
2021,26350,Stonnington (C),11 ,449 ,2.4%,,,,,,,,,,
2021,26430,Strathbogie (S),7 ,98 ,7.1%,,,,,,,,,,
2021,26490,Surf Coast (S),13 ,380 ,3.4%,,,,,,,,,,
2021,26610,Swan Hill (RC),23 ,229 ,10.0%,,,,,,,,,,
2021,26670,Towong (S),NDP,NDP,NDP,,,,,,,,,,
2021,29399,Unincorporated Vic,NDP,NDP,NDP,,,,,,,,,,
2021,2,Unknown LGA in Victoria,NDP,NDP,NDP,,,,,,,,,,
2021,26700,Wangaratta (RC),22 ,294 ,7.5%,,,,,,,,,,
2021,26730,Warrnambool (C),27 ,321 ,8.4%,,,,,,,,,,
2021,26810,Wellington (S),60 ,511 ,11.7%,,,,,,,,,,
2021,26890,West Wimmera (S),NDP,NDP,NDP,,,,,,,,,,
2021,26980,Whitehorse (C),61 ,"1,410 ",4.3%,,,,,,,,,,
2021,27070,Whittlesea (C),170 ,"2,371 ",7.2%,,,,,,,,,,
2021,27170,Wodonga (C),89 ,583 ,15.3%,,,,,,,,,,
2021,27260,Wyndham (C),215 ,"3,901 ",5.5%,,,,,,,,,,
2021,27350,Yarra (C),11 ,275 ,4.0%,,,,,,,,,,
2021,27450,Yarra Ranges (S),125 ,"1,641 ",7.6%,,,,,,,,,,
2021,27630,Yarriambiack (S),10 ,42 ,23.8%,,,,,,,,,,
2021,,Victoria- Female,"1,629 ","27,677 ",5.9%,,,,,,,,,,
2021,,Victoria- Male,"2,659 ","28,798 ",9.2%,,,,,,,,,,
2021,,Victoria- Other Gender,20 ,"3,781 ",0.5%,"Please note - Victoria Other Gender includes responses for Indeterminate, Intersex, Unspecified and Invalid (including not stated).",,,,,,,,,
2021,,Victoria- Aboriginal,247 ,"1,147 ",21.5%,,,,,,,,,,
2021,,Victoria- Non-Aboriginal,"4,061 ","59,109 ",6.9%,Please note - Victoria Non-Aboriginal includes invalid and not stated responses. ,,,,,,,,,
2021,,Victoria- Lives with both parents,"2,807 ","47,514 ",5.9%,,,,,,,,,,
2021,,Victoria- Lives with one parent,979 ,"6,337 ",15.4%,,,,,,,,,,
2021,,Victoria- Other living arrangements,522 ,"6,405 ",8.1%,,,,,,,,,,
2021,,Victoria,"4,308 ","60,256 ",7.1%,,,,,,,,,,
,,,,,,,,,,,,,,,
